record_id,herb_id,record_type,question
REC-0017,HERB-0004,use_case,"Are there any people who should avoid using Chinese licorice, like those with high blood pressure, heart problems, or during pregnancy?"
REC-0017,HERB-0004,use_case,"Can Chinese licorice interact with medicines like diuretics, digoxin, corticosteroids, or blood pressure drugs?"
REC-0018,HERB-0004,use_case,Can Chinese licorice help with a cough or dry cough?
REC-0018,HERB-0004,use_case,What does Chinese licorice do in traditional Chinese medicine for coughs and throat irritation?
REC-0018,HERB-0004,use_case,Is there good modern evidence that licorice root works on its own for coughing?
REC-0018,HERB-0004,use_case,Why shouldn’t I use licorice tea every day for cough relief?
REC-0018,HERB-0004,use_case,"Who should avoid Chinese licorice, and what medicines can it interact with?"
REC-0019,HERB-0004,preparation,"Can I drink Chinese licorice tea every day, or is that not a good idea for self-care?"
REC-0019,HERB-0004,preparation,How is deglycyrrhizinated licorice different from regular licorice root preparations?
REC-0019,HERB-0004,preparation,"What should I watch out for if I’m using Chinese licorice and have high blood pressure, heart disease, or kidney problems?"
REC-0019,HERB-0004,preparation,"Does Chinese licorice interact with medicines like diuretics, digoxin, corticosteroids, or blood pressure drugs?"
REC-0019,HERB-0004,preparation,"If I’m buying Chinese licorice in Canada, what should I check to make sure it’s an appropriate and authorized product?"
REC-0020,HERB-0004,safety_interaction,What side effects can Chinese licorice cause if someone takes it medicinally?
REC-0020,HERB-0004,safety_interaction,"Who should avoid licorice root or get medical advice first, especially if they have health problems or are pregnant?"
REC-0020,HERB-0004,safety_interaction,What medicines can Chinese licorice interact with?
REC-0020,HERB-0004,safety_interaction,"Is it safe to drink licorice tea every day for self-treatment, or is a different preparation used instead?"
REC-0020,HERB-0004,safety_interaction,"What should I check when buying Chinese licorice products in Canada, like labels or authorization?"
REC-0021,HERB-0005,herb_profile,"What is dong quai, and what plant part is used medicinally?"
REC-0021,HERB-0005,herb_profile,What has dong quai traditionally been used for in Chinese medicine?
REC-0021,HERB-0005,herb_profile,Is there strong modern evidence that dong quai works for the uses people promote it for?
REC-0021,HERB-0005,herb_profile,What side effects or safety concerns should I know about with dong quai?
REC-0021,HERB-0005,herb_profile,How do I make sure I’m buying the right dong quai product in Canada?
REC-0022,HERB-0005,use_case,Could dong quai help with menstrual cramps or pelvic discomfort?
REC-0022,HERB-0005,use_case,Why is dong quai traditionally used for irregular periods or menstrual discomfort?
REC-0022,HERB-0005,use_case,What does the evidence say about dong quai on its own for menstrual symptoms?
REC-0022,HERB-0005,use_case,"Are there any safety concerns with dong quai, especially if someone has heavy bleeding or might be pregnant?"
REC-0022,HERB-0005,use_case,Can dong quai interact with blood thinners like warfarin or other anticoagulant medicines?
REC-0023,HERB-0005,use_case,Could dong quai help with menopausal symptoms like hot flashes or night sweats?
REC-0023,HERB-0005,use_case,"Is dong quai actually effective on its own for menopause, or is the evidence still weak?"
REC-0023,HERB-0005,use_case,What did traditional Chinese medicine use dong quai for when it came to menopause or menstrual imbalance?
REC-0023,HERB-0005,use_case,Are there any safety concerns with using dong quai if someone has hormone-sensitive issues or unexplained bleeding?
REC-0023,HERB-0005,use_case,Does dong quai interact with blood thinners like warfarin or other anticoagulant medicines?
REC-0024,HERB-0005,preparation,"How is Dong quai usually prepared or used in formulas, like as a tea, decoction, food, or extract?"
REC-0024,HERB-0005,preparation,What should I know about buying Dong quai in Canada so I get the right product and not a lookalike angelica species?
REC-0024,HERB-0005,preparation,"Is Dong quai something I can safely use on my own, or should it only be used with guidance from a practitioner?"
REC-0024,HERB-0005,preparation,"What side effects or safety issues can happen with Dong quai, especially things like bleeding risk or photosensitivity?"
REC-0024,HERB-0005,preparation,"Who should avoid Dong quai, or be extra careful with it, such as people who are pregnant, breastfeeding, or taking blood thinners?"
REC-0025,HERB-0005,safety_interaction,What side effects or bad reactions can dong quai cause?
REC-0025,HERB-0005,safety_interaction,Is dong quai safe to use during pregnancy or while breastfeeding?
REC-0025,HERB-0005,safety_interaction,Does dong quai interact with blood thinners like warfarin or other clotting medicines?
REC-0025,HERB-0005,safety_interaction,Should people with hormone-sensitive conditions be careful with dong quai?
REC-0025,HERB-0005,safety_interaction,How do I make sure I’m buying the right dong quai product in Canada?
REC-0026,HERB-0006,herb_profile,What is goji berry usually used for in traditional Chinese medicine or as a food remedy?
REC-0026,HERB-0006,herb_profile,Is there any solid modern evidence that goji berry helps prevent or treat chronic disease?
REC-0026,HERB-0006,herb_profile,What side effects or safety concerns should I know about before using goji berry?
REC-0026,HERB-0006,herb_profile,Can goji berry interact with warfarin or medicines for blood sugar and blood pressure?
REC-0026,HERB-0006,herb_profile,What should I look for when buying dried goji berries or goji extract in Canada?
REC-0027,HERB-0006,use_case,What might goji berry be used for if someone is feeling tired or weak all the time?
REC-0027,HERB-0006,use_case,Is there any evidence that goji berry can improve overall wellbeing or help with aging-related fatigue?
REC-0027,HERB-0006,use_case,How is goji berry traditionally viewed in Chinese medicine for supporting the body?
REC-0027,HERB-0006,use_case,Can goji berry be used as a food in soup or porridge instead of as a medicine?
REC-0027,HERB-0006,use_case,"Are there any safety issues or drug interactions I should know about before using goji berry, especially with warfarin or blood sugar medicines?"
REC-0028,HERB-0006,use_case,Can goji berry help with dry eyes or eye strain?
REC-0028,HERB-0006,use_case,What is goji berry traditionally used for when it comes to vision problems?
REC-0028,HERB-0006,use_case,Is there any solid modern evidence that goji berry works for eye discomfort or eye disease?
REC-0028,HERB-0006,use_case,"Are there any safety concerns or medication interactions with goji berry, especially with warfarin or blood pressure medicines?"
REC-0028,HERB-0006,use_case,"How is goji berry usually used in food or tea, and what should I check when buying it in Canada?"
REC-0029,HERB-0006,preparation,"How do people usually use goji berries in food or drinks like soup, porridge, or tea?"
REC-0029,HERB-0006,preparation,"What should I know about buying goji berries in Canada, especially if I want dried fruit or an extract?"
REC-0029,HERB-0006,preparation,Is culinary use of goji berry different from using it as a medicinal product?
REC-0029,HERB-0006,preparation,"Are there any safety issues or side effects with goji berry, like allergies or stomach upset?"
REC-0029,HERB-0006,preparation,Can goji berry interact with medicines such as warfarin or blood sugar and blood pressure drugs?
REC-0030,HERB-0006,safety_interaction,Is goji berry safe to use if someone is taking warfarin?
REC-0030,HERB-0006,safety_interaction,What side effects can goji berry cause?
REC-0030,HERB-0006,safety_interaction,Should people with bleeding risk or who are pregnant be careful with goji berry?
REC-0030,HERB-0006,safety_interaction,Can goji berry affect blood sugar or blood pressure medicines?
REC-0030,HERB-0006,safety_interaction,What should I check when buying dried goji berries or goji extracts in Canada?
REC-0031,HERB-0007,herb_profile,"What is turmeric traditionally used for, especially in Chinese and South Asian medicine?"
REC-0031,HERB-0007,herb_profile,Is there any real evidence that turmeric helps with knee osteoarthritis or other health problems?
REC-0031,HERB-0007,herb_profile,"What side effects or stomach issues can turmeric cause, and are there any serious safety concerns?"
REC-0031,HERB-0007,herb_profile,"Who should be careful with turmeric, like people with liver or gallbladder problems, or if someone is pregnant or having surgery?"
REC-0031,HERB-0007,herb_profile,"What should I look for when buying a turmeric supplement in Canada, and how is that different from using it as a cooking spice?"
REC-0032,HERB-0007,use_case,Can turmeric help with knee osteoarthritis pain or joint stiffness?
REC-0032,HERB-0007,use_case,What’s the traditional Chinese or South Asian use of turmeric for painful joints?
REC-0032,HERB-0007,use_case,How strong is the evidence that turmeric can ease osteoarthritis knee pain?
REC-0032,HERB-0007,use_case,"Are there any side effects or safety concerns with turmeric supplements, especially concentrated ones?"
REC-0032,HERB-0007,use_case,"Who should be careful about using turmeric if they have liver or gallbladder problems, are pregnant, or take blood thinners or diabetes medicines?"
REC-0033,HERB-0007,use_case,"Can turmeric help with indigestion or bloating, or is the evidence for that pretty limited?"
REC-0033,HERB-0007,use_case,What digestive problems is turmeric traditionally used for in Chinese and South Asian medicine?
REC-0033,HERB-0007,use_case,Could turmeric make acid reflux worse for some people?
REC-0033,HERB-0007,use_case,"What side effects can turmeric cause, especially if you use concentrated supplements instead of cooking spice?"
REC-0033,HERB-0007,use_case,Are there any health conditions or medicines that make turmeric a bad idea to use?
REC-0034,HERB-0007,preparation,"How is turmeric usually best used in cooking or food prep, and is that different from taking curcumin supplements?"
REC-0034,HERB-0007,preparation,What should I look for when buying a turmeric supplement in Canada to make sure it's legit and safe?
REC-0034,HERB-0007,preparation,Can turmeric cause side effects like stomach upset or reflux if I take it as a supplement?
REC-0034,HERB-0007,preparation,"Who should be careful with turmeric, especially if they have liver or gallbladder issues or are pregnant?"
REC-0034,HERB-0007,preparation,Does turmeric interact with blood thinners or diabetes medicines?
REC-0035,HERB-0007,safety_interaction,What side effects can turmeric cause if someone takes it as a supplement?
REC-0035,HERB-0007,safety_interaction,"Who should be careful or avoid using turmeric, especially if they have liver or gallbladder problems?"
REC-0035,HERB-0007,safety_interaction,Can turmeric interact with blood thinners or diabetes medicines?
REC-0035,HERB-0007,safety_interaction,Is turmeric safe to use during pregnancy or before surgery?
REC-0035,HERB-0007,safety_interaction,What’s the difference between using turmeric as a cooking spice and taking a concentrated curcumin supplement?
REC-0036,HERB-0008,herb_profile,What is garlic traditionally used for in herbal or food-based medicine?
REC-0036,HERB-0008,herb_profile,Does garlic have any evidence for helping with cholesterol or blood pressure?
REC-0036,HERB-0008,herb_profile,"Is garlic supposed to help prevent colds, or is the evidence weak?"
REC-0036,HERB-0008,herb_profile,"What side effects or safety concerns can come with garlic, especially when using supplements?"
REC-0036,HERB-0008,herb_profile,What should I know before buying a garlic supplement in Canada?
REC-0037,HERB-0008,use_case,"Can garlic actually help lower LDL cholesterol or improve lipids, or is the effect only small?"
REC-0037,HERB-0008,use_case,Is garlic used for anything related to circulation or heart health in traditional medicine?
REC-0037,HERB-0008,use_case,"If I'm trying to support cholesterol with garlic, is it better to use it in food or take a supplement?"
REC-0037,HERB-0008,use_case,What side effects or risks should I know about if I use garlic for cardiovascular support?
REC-0037,HERB-0008,use_case,"Are there any medicines or situations where garlic could be unsafe, like before surgery or with blood thinners?"
REC-0038,HERB-0008,use_case,"Can garlic help prevent a common cold, or is the evidence still pretty weak?"
REC-0038,HERB-0008,use_case,How is garlic traditionally used when people have respiratory illnesses like a cold or upper respiratory infection?
REC-0038,HERB-0008,use_case,"If I want to use garlic for cold prevention, should I just use it in food or is there a special preparation that's better?"
REC-0038,HERB-0008,use_case,"What side effects or safety issues should I know about before using garlic, especially if I bruise easily or am having surgery soon?"
REC-0038,HERB-0008,use_case,Can garlic supplements interact with blood thinners or blood pressure medicines?
REC-0039,HERB-0008,preparation,How should garlic be used in cooking if I want the safer traditional food use?
REC-0039,HERB-0008,preparation,"Is it okay to put raw garlic directly on the skin, or can that cause burns?"
REC-0039,HERB-0008,preparation,"What side effects can happen with garlic, especially if it’s used in concentrated forms or supplements?"
REC-0039,HERB-0008,preparation,Who should be careful with garlic before surgery or if they have a bleeding disorder?
REC-0039,HERB-0008,preparation,"When buying a garlic supplement in Canada, what should I check to make sure it’s an authorized product?"
REC-0040,HERB-0008,safety_interaction,What side effects or problems can happen with garlic supplements or medicinal use?
REC-0040,HERB-0008,safety_interaction,Is garlic safe to take if someone is about to have surgery or has a bleeding disorder?
REC-0040,HERB-0008,safety_interaction,"Which medicines can interact with garlic, especially blood thinners or antiplatelet drugs?"
REC-0040,HERB-0008,safety_interaction,"Can raw garlic be used on the skin, or can it cause burns?"
REC-0040,HERB-0008,safety_interaction,Is eating garlic in food generally safer than using concentrated garlic products?
REC-0041,HERB-0009,herb_profile,What is green tea traditionally used for besides just being a drink?
REC-0041,HERB-0009,herb_profile,Is there any real evidence that green tea helps with things like cholesterol or other health claims?
REC-0041,HERB-0009,herb_profile,What side effects can green tea or green tea extract cause?
REC-0041,HERB-0009,herb_profile,"Who should be careful with green tea, especially if they have caffeine sensitivity, liver problems, are pregnant, or have iron deficiency?"
REC-0041,HERB-0009,herb_profile,What should I look for when buying green tea or a green tea extract in Canada?
REC-0042,HERB-0009,use_case,Can green tea help with feeling tired or having trouble staying alert?
REC-0042,HERB-0009,use_case,Is green tea good for improving concentration in the short term?
REC-0042,HERB-0009,use_case,What should I watch out for if I drink green tea and it makes me anxious or affects my sleep?
REC-0042,HERB-0009,use_case,"Is brewed green tea safer than green tea extract, and why?"
REC-0042,HERB-0009,use_case,Are there any medicines or health conditions that mean I should be careful with green tea?
REC-0043,HERB-0009,use_case,Can green tea help lower LDL cholesterol or improve blood lipids?
REC-0043,HERB-0009,use_case,"Is there any evidence that green tea supports cardiovascular health, or is it just a traditional use?"
REC-0043,HERB-0009,use_case,Should I use brewed green tea or a green tea extract if I'm looking for cholesterol support?
REC-0043,HERB-0009,use_case,"What side effects can happen with green tea, especially from concentrated extracts?"
REC-0043,HERB-0009,use_case,"Who should be careful with green tea because of caffeine, liver issues, pregnancy, iron deficiency, or medicine interactions?"
REC-0044,HERB-0009,preparation,What's the safest way to use green tea if I want it as a drink rather than an extract?
REC-0044,HERB-0009,preparation,How is brewed green tea different from green tea extract in terms of safety and effects?
REC-0044,HERB-0009,preparation,"What side effects should I watch for with green tea, especially if I use concentrated extracts?"
REC-0044,HERB-0009,preparation,"Who should be careful with green tea because of things like caffeine sensitivity, liver problems, pregnancy, or low iron?"
REC-0044,HERB-0009,preparation,"If I'm buying green tea or a green tea supplement in Canada, what should I check on the label or product listing?"
REC-0045,HERB-0009,safety_interaction,"What side effects or problems can green tea cause, especially if it’s taken as an extract?"
REC-0045,HERB-0009,safety_interaction,"Who should be careful about using green tea, like people with liver disease, pregnancy, caffeine sensitivity, or iron deficiency?"
REC-0045,HERB-0009,safety_interaction,"Can green tea interact with medicines such as warfarin, nadolol, or stimulants?"
REC-0045,HERB-0009,safety_interaction,Is brewed green tea considered safer than concentrated green tea extracts for regular use?
REC-0045,HERB-0009,safety_interaction,What should I check when buying green tea or a green tea extract in Canada?
REC-0046,HERB-0010,herb_profile,"What is peppermint usually used for in herbal practice, especially for digestion or IBS?"
REC-0046,HERB-0010,herb_profile,"Does peppermint oil actually help with irritable bowel syndrome, and what does the evidence say about it?"
REC-0046,HERB-0010,herb_profile,"Are there any safety concerns with peppermint, like reflux, heartburn, or using the essential oil the wrong way?"
REC-0046,HERB-0010,herb_profile,"Who should be careful or avoid peppermint products, especially if they have reflux, a hiatal hernia, gallbladder problems, or are giving it to infants?"
REC-0046,HERB-0010,herb_profile,"How can I tell if I'm buying the right kind of peppermint product, like tea, enteric-coated capsules, or essential oil, especially in Canada?"
REC-0047,HERB-0010,use_case,Can peppermint help with IBS symptoms like belly pain and bloating?
REC-0047,HERB-0010,use_case,Is peppermint oil actually supported by clinical evidence for irritable bowel syndrome?
REC-0047,HERB-0010,use_case,What kind of peppermint preparation is safest to use for digestive discomfort?
REC-0047,HERB-0010,use_case,"Who should be careful about using peppermint if they have reflux, a hiatal hernia, or gallbladder problems?"
REC-0047,HERB-0010,use_case,Are there any medicine interactions or side effects I should know about before trying peppermint for IBS?
REC-0048,HERB-0010,use_case,What can peppermint be used for if I'm looking for something to help with congestion or a sore throat?
REC-0048,HERB-0010,use_case,"Does peppermint actually help a cold, or is it mostly just giving a cooling feeling?"
REC-0048,HERB-0010,use_case,How is peppermint traditionally used for head and throat symptoms in heat-type patterns?
REC-0048,HERB-0010,use_case,Is peppermint tea safer than peppermint oil for everyday self-care?
REC-0048,HERB-0010,use_case,"What should I watch out for with peppermint if I have reflux, a hiatal hernia, or gallbladder problems?"
REC-0049,HERB-0010,preparation,How is peppermint usually prepared if I just want a mild tea for comfort?
REC-0049,HERB-0010,preparation,"What’s the difference between peppermint leaf tea, enteric-coated oil, and essential oil?"
REC-0049,HERB-0010,preparation,Can peppermint essential oil be swallowed or put on the skin without diluting it?
REC-0049,HERB-0010,preparation,"What side effects or problems can peppermint cause, especially with reflux or heartburn?"
REC-0049,HERB-0010,preparation,"If I’m buying peppermint products in Canada, what should I check to make sure I’m getting the right one?"
REC-0050,HERB-0010,safety_interaction,What are the main side effects or bad reactions people can get from peppermint oil or peppermint products?
REC-0050,HERB-0010,safety_interaction,"Who should be careful about using peppermint, especially if they have reflux, a hiatal hernia, gallbladder problems, or are giving it to infants?"
REC-0050,HERB-0010,safety_interaction,Can peppermint interact with antacids or acid-reducing medicines?
REC-0050,HERB-0010,safety_interaction,Is it safe to swallow peppermint essential oil or use it on the skin without diluting it?
REC-0050,HERB-0010,safety_interaction,"How do leaf tea, enteric-coated peppermint oil, and peppermint essential oil differ in terms of safety and intended use?"
REC-0051,HERB-0011,herb_profile,What is chamomile usually used for in herbal practice?
REC-0051,HERB-0011,herb_profile,Can chamomile tea help with anxiety or sleep problems?
REC-0051,HERB-0011,herb_profile,What side effects or allergy issues can chamomile cause?
REC-0051,HERB-0011,herb_profile,Is chamomile safe to use during pregnancy or before surgery?
REC-0051,HERB-0011,herb_profile,What should I look for when buying chamomile in Canada?
REC-0052,HERB-0011,use_case,Can chamomile tea help if I'm having trouble falling asleep or feeling restless at bedtime?
REC-0052,HERB-0011,use_case,What does the evidence say about chamomile for insomnia or sleep problems?
REC-0052,HERB-0011,use_case,Is chamomile traditionally used as a calming tea for sleep difficulty?
REC-0052,HERB-0011,use_case,Are there any side effects or allergy concerns with using chamomile for sleep?
REC-0052,HERB-0011,use_case,"Who should be careful about using chamomile, especially if they have ragweed allergy, are pregnant, or are having surgery?"
REC-0053,HERB-0011,use_case,Can chamomile help with mild anxiety or nervous tension?
REC-0053,HERB-0011,use_case,"Is chamomile tea used for stress, restlessness, or trouble sleeping?"
REC-0053,HERB-0011,use_case,"What does the evidence say about chamomile for anxiety, and is it strong enough for serious anxiety disorders?"
REC-0053,HERB-0011,use_case,"Are there any safety concerns with chamomile if someone has a ragweed allergy, is pregnant, or is having surgery?"
REC-0053,HERB-0011,use_case,"Can chamomile interact with sedatives, alcohol, warfarin, or other medicines that slow the nervous system?"
REC-0054,HERB-0011,preparation,How should I use chamomile tea if I want to buy a ready-made product instead of making my own extract?
REC-0054,HERB-0011,preparation,"What should I look for when buying chamomile in Canada, especially if I want a medicinal product with an NPN?"
REC-0054,HERB-0011,preparation,Is chamomile tea different from a concentrated extract in terms of safety or exposure?
REC-0054,HERB-0011,preparation,"Who should be careful with chamomile because of allergies, pregnancy, or surgery?"
REC-0054,HERB-0011,preparation,"Can chamomile interact with warfarin, sedatives, or alcohol?"
REC-0055,HERB-0011,safety_interaction,What side effects or allergic reactions can happen with chamomile tea or products?
REC-0055,HERB-0011,safety_interaction,Is chamomile safe to use if someone has a severe ragweed allergy?
REC-0055,HERB-0011,safety_interaction,"Can chamomile interact with warfarin, sedatives, or alcohol?"
REC-0055,HERB-0011,safety_interaction,Should you avoid chamomile during pregnancy or before surgery?
REC-0055,HERB-0011,safety_interaction,"Is short-term chamomile tea use generally lower risk for adults, and when is self-use not a good idea?"
REC-0056,HERB-0012,herb_profile,What is valerian usually used for in herbal medicine?
REC-0056,HERB-0012,herb_profile,"Does valerian actually work for insomnia, or is the evidence mixed?"
REC-0056,HERB-0012,herb_profile,What side effects can happen with valerian root?
REC-0056,HERB-0012,herb_profile,"Are there any important safety warnings with valerian, like driving or pregnancy?"
REC-0056,HERB-0012,herb_profile,What should I look for when buying valerian tea or an extract in Canada?
REC-0057,HERB-0012,use_case,"Can valerian help with insomnia or trouble falling asleep, and what does the evidence say?"
REC-0057,HERB-0012,use_case,Is valerian used for sleep maintenance problems or poor sleep in traditional herbal practice?
